Tweet Text	# number	Medical relevance	X	Does X cure cancer 	
@nottapEelArbbed @BumgardnerShaun @DebWorkman716 @WallyCatGirl @mom_vet @rnharer @jamacia813 @Karma__Sucks @onegoal777 @ForeverLogical @realDonaldTrump A right to be alive is greater than illicit sexual irresponsibility.  No one knows if the child will be the next scientist to cure cancer, doctor to save lives, or homeless.  Cut their chance to life and nothing is possible.	1				
This is the link to the column: https://t.co/F8ohkzfQYj  It's about immunotherapy, which might get us--not to a cure for cancer, but to the point where we've beaten back the disease to a fraction of its former territory.	1				
This last year has been the hardest of my life - to all the cancer researchers, doctors, nurses and caregivers who are so selflessly dedicated to finding a cure and healing patients, you are my heroes and I am grateful for the hope and strength you continue to give me &amp; my family Question... How long will it take for cancer to be beaten? I mean... why have they found cures for many things but not this? Is there too much profit in the search? #justaskingyouropinion https://t.co/nWpP3ozBeE	1				
@richardwakile @CNN @realDonaldTrump Damn right, Richard! President Trump could cure cancer and the liberal media and never Trumpers would be screaming that he hated diabetics! He's done more good for this country in a year than Obama did in 8! #Trump2020	1				
@HelpCamden @Slumpbuster4 @ChrisJZullo @realDonaldTrump @BarackObama I see that Camden needs a cure for his cancer. I can relate as I have Multiple Myeloma which is a incurable cancer as well. Praying for a CURE for our cancers. God bless you and your family.	1				
@FLOTUS Thought and prayers are about as effective as using Chinese “honey” to cure stage 4 cancer....  You’re either working towards a solution, or you’re part of the problem..	1				
I mean really-should there not already be a cure for CANCER?? Where has all the funds went to. Tax and tariff the one who brought Cancer upon the nations.	1				
sometimes I see those tweets that are like “the government is hiding the cure for cancer from us” and I just don’t understand how people can be so stupid.... like they genuinely think there’s ONE cure for all cancers..... just please learn what cancer actually is thanks bye	1				
@sadlerfiona21 I dont understand why they dont legalise canabis..cheap, readily available, less harmful than tobacco, good pain relief and has been known to cure people with terminal cancer! Such a simple solution.	1				
@McADAMBOMBED And when denuclearization actually happens I’m sure you’ll find something else about it to try to shit on him for. This guy could cure cancer and you’d complain it was the wrong kind of cancer or he didn’t do it fast enough. It’s kind of amazing actually.	1				
This last year has been the hardest of my life - to all the cancer researchers, doctors, nurses and caregivers who are so selflessly dedicated to finding a cure and healing patients, you are my heroes and I am grateful for the hope and strength you continue to give me &amp; my family Your father has proven to be such a vile RINO. Just thinking of his name, Sen John McCain forces me to wash my hands with soap. He’s such a buffoon!🇺🇸 https://t.co/z0m8lVeOsO	1				
@justinhendrix @mlblacy And I'm going to win the PowerBall Jackpot. Then I am going to pay Dr. Pepper to cure cancer.   Republicans must nominate an honest candidate in 2020.   #WeCanDoBetter2020  #RepublicansMustDoBetter2020	1				
Amazing earth shattering, wow 2 nude lesbians in a magazine, groundbreaking! R U effing kidding me! How about a cure for Cancer or ALS!!!  Megan Rapinoe and Sue Bird Become First Same-Sex Couple Featured in ESPN Body Issue | Breitbart https://t.co/PUa27tn7kW via @BreitbartNews	1				
@Beastlyorion Bc or Goody's powder and a red bull. That combo will cure cancer! Thank me later	1				
@AmyMek @sweetatertot2 Trump could find the cure for cancer and Liberals will still find something to complain about. #NobelPeacePrize	1				
@TOIIndiaNews If u have a serious study and research on ur topic Cow urine can cure cancer, put it on public domain,  let suffering ppl get benefits out of ur research, a material for Nobel prize	1				
@MatPatGT you know this is real news. why would they fake news stories i mean come on they already repoted the cure for cancer and aids, they already reported that their is world peace and everyone is getting along and finaly the have also reported that the crime rate is 0%...oh wait....	1				
I made a joke a few months back that Trump could make world peace and Democrats would still be angry.  Well today, Trump got us one step closer to world peace and guess what?! Democrats are furious. SAD! Amen! I've always said Trump could find the cure for cancer and the Dem's would complain that Trump put Doctors out of a job. https://t.co/3Z1pZLoAjw	1				
RT @devon_w_an_o: @stefsanjati Sharks’ immune systems are so atrong that they can get cancer and just cure themselves 🦈🦈🦈	1				
@realDonaldTrump I think it is so sad and sick that the media is out to get you the Witch Hunt as you call it I am very happy with you president Trump it's so unfortunate how the media is treating you on a different note you could cure cancer and cure AIDS and it wouldn't be good enough	1				
Please help me to keep up with the medical bills in Houston, we need all the help and funding we can get to cure my girl 🙏💗😢  we need over double the amount we first thought we needed while were here 😢 https://t.co/Nmd5I4ZYzD #HELPSAVEDEMISLIFE #Demiswarriors 🙏🙏🙏 https://t.co/Y0GoRlQaq2	1				
@rodbishop15 @yankeeperson2 Of course not. Once labelled a devil, always a devil. She could cure cancer, bring world peace, ed poverty and still they would hate her.	1				
Fuck cancer, and the idea we don’t have a cure	1				
@StefanMolyneux If trump found a cure for testicular cancer the left would slate him for sexism and misogyny and excluding women from having access to the new all male cure the bastard	1				
18. Cure cancer using DOD cuts. 19. Build an entirely new Interstate 80 from coast to coast right alongside the old I-80. The old I-80 Will be utilized by the trucking companies. Cars and 80,000 lb trucks at high speed don't mix. 20. Provide high speed internet free with DOD cuts	1				
@eugenegu @realDonaldTrump If you'd quit drinking the MSM and Liberal BS Shake you might find a cure for cancer sooner.	1				
Dude. Wear protection and you won’t have multiple children born to your girlfriends or harem without your abortion crutch. It’s not fair to society: one of those kids could cure cancer! Plus, isn’t it good for everyone to live their own life, can’t you be a little less selfish? https://t.co/wkK3ZzMHih Literally in tears. Haven’t felt this hopeless in a long time. With Justice Kennedy leaving, we now have two options as Americans: get fitted for your Nazi uniform or report directly to your death camp. How do you fight the darkness without light? My spark is going out.  #SCOTUS	1				
@piersmorgan @DailyMail #TRUMP could cure cancer, eradicate hunger and poverty and still the MSM would pull him down and put a negative spin on it. War and conflict to them is preferable to being wrong as they consistently are.   #TrumpKimSummit #MAGA	1				
@KC6YRU Wow... You criticized him for blowing off the first meeting.. and then criticize him for meeting with the man. I warned you that your tweet wasn't gonna age well... You flip flop like MSM.. Admit it. This man could cure cancer and you would find something wrong with that.	1				
@Independent Even if you dislike someone, if you don't recognise when they do something good it just makes you look like the foolish one. He could invent a cure for cancer and half the population would complain about nurses losing their jobs.	1				
Releasing the cure would take away millions, if not billions, of dollars from the government https://t.co/eKe36RFLUA	1				
#trump could literally find a cure for cancer and some of you lot would still act like kids.	1				
@DonaldJTrumpJr @realDonaldTrump #TrumpDerangementSyndrome  is real.   There are those on the left and right who are so full of vitriol and hatred that Trump could cure cancer and still be wrong.  I pity everyone of these miserable people.	1				
@xpepeslayerx @Surabees While the leftist/socialist tell you they can legislate morals and cure for cancer?	1				
Coming to terms with randomness is frightening, but it does liberate us from the tendency to blame ourselves for illnesses we didn’t cause https://t.co/9yEDrAkzS1 For me, the loss of control was very difficult to deal with. Having friends and family who tried to find cures and reasons and explanations for something they couldn't cure or explain, was hard. It intensified the burden of having cancer, it didn't alleviate it. https://t.co/ltItBm7zy3	1				
#Reiki and #Cancer Research has gone a long way. Today we know that Reiki does help cancer patients. Reiki does not claim to cure cancer but Reiki does complement cancer treatment. Here's how - https://t.co/8fL6PhOCXQ Reiki #healing helps them be more #positive &amp; #optimistic	1				
There is a cure it just costs more to treat than cure 😴 https://t.co/WIavOXEgKI	1				
@DennisDMZ He could nominate Moses who brings with him the cure for cancer and they’ll still throw a tantrum	1				
@therealroseanne One thing I can’t understand is why they attack you for bringing attention to the child trafficking. How is that a bad thing? Trump has had so much success saving these kids, but they don’t seem to care about that. Trump could cure cancer and they’d come out pro-incurable disease	1				
But that light is your cure of cancer you go touch the person with the particle grabbed and do not open thumb and index until you pass it to the person	1				
