,Tweet Text,# number,Medical relevance,X,Does X cure cancer,Unnamed: 5
1661,Great support for #sarcoma research with the Race to Cure Sarcoma last weekend. Now time to raise money for #cancer research @ClevelandClinic with VeloSano! #CleClinicCancer @bikeVeloSano I'll be riding 50 miles in July. Click the link to learn more: https://t.co/YaHSDzc8Af https://t.co/FGCxnX3bhk Awesome to see so many of my patients and their families out for the Race to Cure Sarcoma this morning in Cleveland. #CleClinicCancer @CureSarcoma https://t.co/HfPApkRBcL,2,no,,no,
1662,RT @womenofteal: Positivity can‰Û¡ÌÝå»t cure cancer ‰Û¡ÌÝÌÕ and neither can fighting talk @thepooluk #thepool https://t.co/w32bRy8zm1 #gyncsm,2,yes,positivity,no,
1663,"I hear this often from multiple fronts and don't understand it. Just because targeted rx doesn't CURE cancer does not mean it's not a game-changer. Knowing many lung cancer pts that have lived 8, 10, 12+ years on targeted rx, this really makes me scratch my head.... #LCSM https://t.co/7Un1mrt9CL Always cautious re overhyped research/new drugs but agree it‰Û¡ÌÝå»s completely subjective to individual pts. It IS game-changer for many who get TIME to take that vacation, see graduation, walk down the aisle, meet grandkids. #LCSM https://t.co/O9nqVXPcct",2,yes,rx,no,
1664,"Would granny like to cure cancer? Of course. She's lost countless friends and family to that wretched disease and despises it with all of her heart. But you ain't gettin that chicken recipe, CDC. Just forget that shit before you even ask. It dies with her. End of story.",2,no,,no,
1665,RT @BrandonHathaw12: That old saying that Trump could cure cancer and the left would attack him for hurting drug companies is becoming more‰Û¡ÌÝ_,2,no,,no,
1666,What is hibernation or seclusion to cure cancer and other diseases? https://t.co/vzmixGUETy #cancer,2,yes,hibernation,yes,
1667,"Woman drinks her dog's URINE in a horrifying video while claiming that it completely cleared up her acne - and can also 'help cure cancer' https://t.co/HmRRGOF86l Of course it‰Û¡ÌÝå»s a white girl... Also, there‰Û¡ÌÝå»s a Daily Mail US? They must be pelted with bricks until they return to Perfidious Albion, whence they came. https://t.co/VWqYxNG2c5",2,yes,dog's urine,yes,
1668,"@Imamofpeace You know something, Trump could cure cancer tomorrow and all the snowflakes would still be triggered. Those folks are just downright miserable.",2,no,,no,
1669,"@Mudjokivis @LBC LBC is toxic... it is complicit in the hate mongering and ‰Û¡ÌÝÌothering‰Û¡ÌÝå that is mainstream now. There‰Û¡ÌÝå»s a gammon cancer in our country, we need to cure this cancer.",2,no,,no,
1670,"May Allah give peace to the world, cure cancer, cure colds and help the poor. Because God knows, no1 on earth can or will do those things. May God also create a Kurdistan state. https://t.co/NIVHf0hRle",2,no,,no,
1671,"The only effective treatment for Stage 4 cancer is Sincere Christian Prayer - which can cure ANYTHING ! (it can even cure a nation which was run by baby-killers, Atheists, and Islams) Bless you, @realDonaldTrump",2,yes,Prayer,yes,Doubt
1672,"@nerdjpg @realfarmho Lmao RIGHT! I live in the UK where healthcare is free as many other European countries, so what is my government gaining out of supposedly hiding a cure for cancer??? They‰Û¡ÌÝå»re actually losing billions of pounds and euros a year Nancy Jo so pls stop it, get some help.",2,no,,no,
1673,"@MikeinHalifax @Melanch10844904 @FrancesannMaga @freenaynow @noname21500262 @QAnon711 @IAMME34950985 @lisav_s @realDonaldTrump @__TruthSeeker_ @QWhiteHorseQ @LisaMei62 @PoliticalEye17 @Anthony32786949 @Qtastic3 I use to work in Medical Center, Houston. In the mid-80‰Û¡ÌÝå»s, a patient, an older retired General (deathbed confession?) told me there was a cure for cancer for years. Wasn‰Û¡ÌÝå»t lucrative for large pharmaceutical companies.",2,no,,no,
1674,"Sorry, America. The cure for cancer, the cure for MS, and basically the hope for survival... were detained at the border indefinitely. The president will have more about this later. Let freedom ring. ? https://t.co/EBANQR8XNP BREAKING: Trump plans on detaining refugee families in camps for months, if not years, instead of letting them go. This is a another flagrant violation of our Constitution. At the very least, parents should be able to have their children released to family. Trump won‰Û¡ÌÝå»t allow it.",2,no,,no,
1675,#TRUMP could cure cancer and the useless losers in the media would still bitch about it! Fu** Them All! #MAGA #TrumpKimSummit @T_S_P_O_O_K_Y @YouCallWeHaul6,2,no,,no,
1676,@IngrahamAngle @MSNBC @realDonaldTrump The President can cure cancer and end world hunger and wouldn‰Û¡ÌÝå»t get ANY credit. I hope Republicans running for office are using all these ridiculous sound bites from msnbc and cnn in their campaign ads. # Priceless,2,no,,no,
1677,"@marissapellis Nothing more. You‰Û¡ÌÝå»re perfect Marissa. Your singing can cure cancer, AIDS, and world hunger all in one note. I am your number one fan. Notice me ???????",2,no,,no,
1678,RT @BradyMcCune: I‰Û¡ÌÝå»m gonna go out on a limb here and say that finding a cure for cancer is more deadly than cancer itself,2,no,,no,
1679,RT @Bulldog2026: @jeffzeleny @GeorgeHWBush He could cure cancer and Trump would catch hell. Over y'alls negativity.,2,no,,no,
1680,"I was doing research one time and telomerase is what causes cancer cells to KEEP GROWING &amp; MULTIPLYING (form tumors), if we can just reduce/block the production of telomerase in cancer patients we CAN CURE CANCER. https://t.co/JIduR7FlE4 ok so basically lobsters do not die of old age. the only thing time does to a lobster is make it bigger and bigger, if environmental conditions are good this is because they have a secret molecular trick over all of us senescent rubes: constant production of telomerase",2,yes,environment,yes,
1681,"Please don't say she/he 'lost the battle'...cancer steals lives, it doesn't play fair. ""Positivity can‰Û¡ÌÝå»t cure cancer ‰Û¡ÌÝÌÕ and neither can fighting talk"" @thepooluk #thepool #bcsm https://t.co/DnIQm43Dhx",2,yes,positivity,no,
1682,Heart wrenching. Praying we find a cure soon. Need more hospitals too. And affordable treatment. #cancertreatment Cc @JPNadda @PMOIndia @narendramodi https://t.co/IaGdTDvnVU,2,yes,praying,yes,doubt
1683,"‰Û¡ÌÝÌLiterally, if @realDonaldTrump found the cure to cancer, the media would blame him for something,‰Û¡ÌÝå Cagle told Matt Boyle. ‰Û¡ÌÝÌIt seems like it‰Û¡ÌÝå»s never-ending.‰Û¡ÌÝå @BreitbartNews #CagleLead #gapol #MAGA https://t.co/GMif8vt09s",2,no,,no,
1684,How our deceptive cancer cure video went viral and reminded people to be skeptical. @crackedscience made an incredible video.. you've probably seen it. Here's the story- https://t.co/yBFPq1PEuY https://t.co/R5W3u53Kzx,2,no,,no,
1685,"@POTUS could come up with a CURE for CANCER and the #DemoRATS?#Commies Whackos would STILL CRITICIZE him. THEY ARE THE REAL DANGER, THREAT TO AMERICANS and OUR COUNTRY. #MAGA????????#VoteRed https://t.co/WwOeS4Jo2q ""Protests against Trump immigration policy expected nationwide."" Of course. It doesn't matter the issue, they'll protest if it's against Trump no matter what. https://t.co/wxEmN97h7m",2,no,,no,
1686,"@AmericaRising17 @j_miyar @JRubinBlogger I only voted for enough time to build rifles, collect more canned food and get into better physical shape for what comes next #SHTF. We are too far gone for a legislative or electoral cure to this cancer...",2,no,,no,
1687,"There'll never be a cure for cancer. Different molecular causes mean that the we can only target groups of similar cancers with drugs (e.g. Herceptin and HER2 positive breast cancer). The only other option is ""slash &amp; burn"" https://t.co/XpoLpbmhtJ",2,yes,drugs,no,
1688,"Me, going to bed: I'm going to wake up early, eat a great breakfast, go for a walk, cure cancer, run 5k, edit 20 pages, and start my day ahead Me, waking up: I'm not getting out of bed at all today just fast forward to bed time",2,no,,no,
1689,Going to the gym is usually my one and only accomplishment of the day and l act like it's on the same level as finding a cure for cancer,2,yes,going to gym,yes,
1690,@roberttcu12 @MyInfo15692399 @mommags2579 @suinual @MaxineWaters @peterfonda Bob anyone paying attention that knows Trumps history knows that Trump sued a city in Florida for not allowing Jews and Blacks in his club.I realize he could cure cancer and lied would be said about him.I would look at Al Sharpton when I talk about someone who promotes Hate.NotDT,2,no,,no,
1691,@nolamagatrain @awaken_to_maga @NickKristof Trump could cure cancer this Friday and the Commie NYT would fault him for waiting til the end of Ramadan to do it,2,no,,no,
1692,"@jflier Equality and Diversity is more important than success. Would you rather have a cure for cancer, or more Somalian refugees in Minnesota? We can't get distracted by making things better in our quest to make things fair.",2,no,,no,
1693,"@arti_agarwal One day, we will be able to cure cancer, cure hepatitis c and even cure aids easily. But, as Bronn (from Game of Thrones) once said : ""There's no cure for being a cunt.""",2,no,,no,
1694,You people really like blaming fields completely unrelated to cancer research when they come out with some breakthrough expecting them to somehow know how to cure it. I think you people didn‰Û¡ÌÝå»t pay attention in biology. https://t.co/xVes0FumBc,2,no,,no,
1695,"That‰Û¡ÌÝå»s all we have time for today, #CureConnect participants! Thank you all so much for lending your insight and sharing your experiences. Be sure to follow CURE for the latest cancer updates, research and education - and have a great day!",2,no,,no,
1696,"@poecksteiner @realDonaldTrump @SharkGregNorman @foxandfriends No, he couldn‰Û¡ÌÝå»t come up with a cure for cancer. Russia is lagging behind the world in cancer research and without Russian assistance, Trump couldn‰Û¡ÌÝå»t do anything. He is a traitor.",2,no,,no,
1697,"@maumausdaughter Cancer is such a bitch. While people want world peace, I‰Û¡ÌÝå»m here thinking all I need is a cancer cure and then maybe that can trigger world peace",2,no,,no,
1698,@Anon_decoder I've known people that died from brain cancer and either he's lying about having it or the elites have a cure they won't share. He should be either incoherent or dead by now.,2,no,,no,
1699,"@homeopathy2010 In case I get bitten by a snake, I'd rather get an actual anti-venom that is tried and tested... Mean, have fun surviving a black mamba with homeopathy... Seriously man, homeopathy is one of the dumbest things that exist. It won't cure cancer, neither will it help with venom.",2,yes,homeopathy,no,
1700,"@Scotpol1314 @IndyrefTWO @mlindsay122015 Ffs if tithe SNP found a cure for cancer the news headlines would be... ""SNP cancel ALL funding for cancer doctors and nurses""! https://t.co/9vJOBOWKDl",2,no,,no,
1701,"That smile can cure cancer and end wars .. "" That smile is my cure "" Love you my Magic ? @BTS_twt #WeLoveYouKimTaehyung #LOVE_YOURSELF #TeenChoice #taehyung #ChoiceFandom #BTSARMY #BTS https://t.co/2A6Juyn4cX",2,no,,no,
1702,@Rosie @wash72 Like Obama playing Ball with Castro... you are so one sided... he could cure cancer and you would bitch that he put out of work the scientist and medical doctors that research cures out of work.,2,no,,no,
1703,RT @deschall: NEWSFLASH: Trump cures cancer. Unfortunately. the cure causes increased heart attacks and strokes in Democrats!,2,no,,no,
1704,"Question for ze gods. They say we de? we exist, so we are selfish for not wanting others to be born to us and exist too. Then they add the he or she could be the next I dunno who again sef, so by not wanting kids we are depriving the world of the cure for cancer etc. Cool story. https://t.co/Ln3xgstsjE",2,no,,no,
